# SpectraMap / WITec Raman Pipeline Export
# Timestamp: 2026-07-22T13:04:50.618794
# Scan File: high_res_cell
# Grid: 25x25 (625 pixels)
# Processing Parameters:
#   crop_low: 400.0
#   crop_high: 3300.0
#   skip_silent: True
#   glass_method: None
#   cosmic_ray_threshold: 4.5
#   airpls_strength: 1000.0
#   airpls_itermax: 50
#   norm_mode: dual
#   n_endmembers: 10
#   map_interpolation: none
Wavenumber,Endmember_1,Endmember_2,Endmember_3,Endmember_4,Endmember_5,Endmember_6,Endmember_7,Endmember_8,Endmember_9,Endmember_10
9.593129999999999882e+02,5.630106134410579194e-03,2.547142661743205180e-02,4.417383727344958988e-02,6.132223390693438553e-03,9.007819733106480278e-03,4.266396931798784736e-02,2.764229937658984476e-02,1.857510950324428936e-02,6.016583324616343181e-03,1.533882674151261852e-02
9.619840000000000373e+02,9.802383514648771098e-03,2.627617073180623167e-02,6.139785329227537281e-02,4.803920177228630795e-03,1.218929492770284492e-02,5.070988603204878986e-02,2.704198621787107584e-02,1.779425657409945682e-02,1.529496746161363580e-03,1.862768050041677809e-02
9.646530000000000200e+02,1.246171109223839085e-02,2.923416741793177787e-02,6.566403683835032867e-02,1.423446210317071137e-03,1.566442805400181798e-02,5.282710591012524520e-02,2.866678946781667930e-02,1.848994224344863851e-02,6.074762886600446748e-03,1.974695216580106549e-02
9.673210000000000264e+02,9.165090979092927262e-03,3.228645699999563995e-02,5.929193087916740518e-02,-6.074723359355518187e-03,1.444740007982216017e-02,5.234919997637688116e-02,2.642743098371995100e-02,1.775931579247191916e-02,9.229325478129719873e-03,1.935555080689541074e-02
9.699890000000000327e+02,4.470016130267664978e-03,3.244742345638542552e-02,4.952141580181951275e-02,5.238445451685447285e-04,6.212562154653180485e-03,5.573111879555939230e-02,2.463384758036127331e-02,1.823132127376062353e-02,1.045702718815760997e-02,1.881400879996365447e-02
9.726549999999999727e+02,3.461092397886014749e-03,3.400561513097812710e-02,6.587796168305927458e-02,-1.107736028411500373e-03,9.097552053440885467e-03,6.010006684988816739e-02,2.516917298639240186e-02,1.877483989949951457e-02,9.856044947307669377e-03,1.878032188009977344e-02
9.753210000000000264e+02,5.652851255039066658e-03,3.209720978637355809e-02,6.633167769215619902e-02,9.039320839413632347e-03,1.035602313408031522e-02,5.989283453918604894e-02,2.833955899504589371e-02,1.885794284318344227e-02,6.212980449381878822e-03,1.804259015282760545e-02
9.779859999999999900e+02,8.922558744553202650e-03,2.919400806331268194e-02,5.736933668683087684e-02,5.584884235334569569e-03,1.283556453686057579e-02,5.555294760479850130e-02,3.058431630302365159e-02,1.838447358124505743e-02,7.578959284010727826e-04,1.687577354396192775e-02
9.806499999999999773e+02,1.217916778311267309e-02,2.419139616897059836e-02,3.641853363611925742e-02,2.542409623337411884e-03,6.478687059036047219e-03,5.290153064143696127e-02,3.241098875728538886e-02,1.881510967756880315e-02,-1.179304454004612840e-02,1.406533661350205938e-02
9.833139999999999645e+02,1.046623826384373429e-02,2.611049573653341158e-02,1.605330453381537820e-02,7.960566090826572475e-03,1.072650324872366501e-03,5.616378497328505803e-02,3.325800084470401791e-02,1.905550793965054418e-02,-1.090463593940478246e-02,1.343514572609059120e-02
9.859759999999999991e+02,1.613832447422264629e-02,2.868272355398106960e-02,9.725783225236947147e-03,2.279956463052501894e-02,5.410151681425785786e-04,5.953414736085327341e-02,3.526705137201043005e-02,2.275296923584039024e-02,-5.234951245461836461e-03,1.460444820617104802e-02
9.886380000000000337e+02,1.788659843995273752e-02,3.509427416180199710e-02,2.173834081204304922e-02,2.244176682875697118e-02,1.092711503465025255e-02,6.118281095605584974e-02,3.688126284095832874e-02,2.689331815245073892e-02,1.133630816173003542e-02,1.971874572554702457e-02
9.912980000000000018e+02,1.709904021737945062e-02,3.977973111330262990e-02,3.691339810063219706e-02,1.239350415086235349e-02,1.615713405639512476e-02,6.170468401146746856e-02,3.712461325766648612e-02,2.922797420269262689e-02,1.005147474734425367e-02,2.360560547002529125e-02
9.939579999999999700e+02,1.691669041618664576e-02,4.122613308789627173e-02,4.918658315652610358e-02,1.081736389378011934e-02,1.686749647987592290e-02,6.341621350054391093e-02,3.489265214855966080e-02,2.711975472514210894e-02,5.392532466785469880e-03,2.554137631857876511e-02
9.966169999999999618e+02,2.274156191606521715e-02,4.427798103726780093e-02,3.906599948068219946e-02,1.638934370836388210e-02,1.558534384767320397e-02,6.843034366502145915e-02,3.770712924953937423e-02,2.903435134402137033e-02,1.824621066417668469e-03,2.414081329479699292e-02
9.992759999999999536e+02,2.547163132709061306e-02,5.606755259120765195e-02,5.246263039136782325e-02,1.396720411138799994e-02,1.984625373367988541e-02,6.956674775268309463e-02,4.910680154393712304e-02,3.638475793764711641e-02,1.949599935436651874e-02,2.446572376754108102e-02
1.001929999999999950e+03,2.736963104536562288e-02,6.356856125375842659e-02,6.668939407034797651e-02,1.699408549435866417e-02,2.179191805172349394e-02,7.411468839389233343e-02,5.603264423285367335e-02,4.602291116801456028e-02,2.205190434258194609e-02,3.158541260998300876e-02
1.004590000000000032e+03,2.172126578588293513e-02,6.878987133876769688e-02,9.365134185331391858e-02,1.436359173687173918e-02,2.933879523716455620e-02,7.574079783233512997e-02,5.368717376701292315e-02,5.297899620608129134e-02,2.922762725405545978e-02,4.075992164679200641e-02
1.007250000000000000e+03,1.253271547380174766e-02,6.440716530114826144e-02,8.570488335949640046e-02,1.094435810000644188e-02,3.232127996515701818e-02,7.660135353914174217e-02,4.558922023139300173e-02,5.397448116472931129e-02,2.378027317791818820e-02,4.475559401651617308e-02
1.009899999999999977e+03,8.372740867774189355e-03,5.304479560575617314e-02,8.103639376104750103e-02,-4.221663962003401049e-03,3.051910270874273398e-02,7.166765925277961136e-02,3.943473589424587034e-02,4.401686260283858843e-02,1.934017802232760111e-02,3.801612219070828191e-02
1.012549999999999955e+03,1.911459352761525621e-02,3.617137463578202344e-02,5.338374315321364055e-02,4.298817254296885548e-04,2.510961642672354666e-02,6.459994961746048925e-02,3.696087766057654100e-02,3.066752733784032514e-02,3.566427989329195442e-03,2.905270090304279407e-02
1.015210000000000036e+03,2.351014010343362159e-02,3.295485529203637243e-02,3.041501115546852915e-02,1.050830623219780463e-03,2.782949911717024286e-02,5.986861920598869624e-02,3.613350886497990189e-02,2.157231248746798585e-02,9.194166420883647522e-03,2.533956381285010218e-02
1.017860000000000014e+03,1.943447920119596370e-02,3.228520718754084029e-02,2.201633851971769931e-02,1.252230899985315102e-02,2.798880685598301166e-02,5.743887406647596450e-02,3.300400463917341903e-02,2.161678828431848332e-02,1.835239311675559287e-02,2.563080750947319825e-02
1.020509999999999991e+03,1.353490404506217139e-02,2.698708664652757841e-02,3.581453854296862138e-02,8.771242032604691791e-03,1.999895212394689134e-02,5.932678210721384349e-02,2.827961091673141664e-02,1.835357757305517215e-02,8.425422845073207712e-03,1.997606577408102962e-02
1.023159999999999968e+03,1.252487400521506630e-02,2.346153648081075391e-02,3.284060795764980056e-02,1.550763271772264383e-02,1.868568834881500357e-02,5.793604033798454428e-02,2.962193134623271676e-02,1.514626858713200540e-02,-1.028071459495034229e-03,1.790458631576333226e-02
1.025809999999999945e+03,1.860258514746118697e-02,3.104350406222546391e-02,1.715210388246907192e-02,1.477957450695767568e-02,2.972481869162971885e-02,6.115991499335388104e-02,3.264966235500780384e-02,1.842763711829144280e-02,4.658605125973127453e-03,2.245864382934786851e-02
1.028460000000000036e+03,2.070881943616893414e-02,3.834419987426727905e-02,9.863540468329018429e-03,2.108399164081679877e-02,3.986357469385972546e-02,6.423583020303369473e-02,3.371156569948079856e-02,2.600331128822916393e-02,1.977950603032965077e-02,2.896884131863126238e-02
1.031109999999999900e+03,1.664150262640412894e-02,3.996415846202996253e-02,3.215320091740112018e-02,2.113836171715732445e-02,3.975650758164894771e-02,6.611713891617046479e-02,3.584133426467382699e-02,3.157588892661611357e-02,2.389175781406829846e-02,2.739763822011786684e-02
1.033759999999999991e+03,1.210300488318378012e-02,3.751599595623689165e-02,4.608287220888931252e-02,1.918219005498007432e-02,4.058305769311168487e-02,6.578588084283384929e-02,3.406527940533687210e-02,2.895007227969964916e-02,1.867880946418647853e-02,2.653939141011717878e-02
1.036400000000000091e+03,1.900620391857070837e-02,3.531308345072323163e-02,5.574013106089827085e-02,1.603536308130777341e-02,3.899832543304029148e-02,6.756358295532742531e-02,3.327826168330402096e-02,2.697603418419102644e-02,6.963333190050928490e-03,2.694367978055150006e-02
1.039049999999999955e+03,2.920632457032423107e-02,3.450363503503064283e-02,6.246941533000559266e-02,1.429572426757281037e-02,3.766851030334614908e-02,6.876557609182046282e-02,3.296082765300002021e-02,2.637087916402281254e-02,-5.563045236162411644e-04,2.811891772021206382e-02
1.041690000000000055e+03,3.204728348680563332e-02,3.460947380199250883e-02,5.461012527354805468e-02,2.608737456351975861e-02,3.650365235169903549e-02,7.223183199752640504e-02,3.581898563644319439e-02,2.874837490984373523e-02,-8.790077913323271486e-04,3.093476145386173104e-02
1.044339999999999918e+03,2.760188405186370444e-02,3.714564447763855221e-02,3.561033421271501270e-02,3.269234596480906363e-02,4.247139268591194200e-02,7.304974441416081654e-02,3.613402568025281952e-02,2.895982361330609600e-02,8.923599214368079652e-03,3.021295191397893598e-02
1.046980000000000018e+03,2.103748596811866323e-02,3.821141368605875110e-02,2.222327122248735770e-02,2.672442427695119471e-02,4.882810926324418488e-02,7.427901741588421869e-02,3.566666300495639069e-02,2.839111247846863584e-02,1.332032515764229250e-02,3.069314676260670102e-02
1.049619999999999891e+03,1.686862328336169101e-02,3.930460486794808833e-02,3.355034393419911720e-02,7.997549487675340713e-03,5.298500994217192339e-02,7.198780918791110317e-02,3.313533483279997027e-02,3.083247344940879403e-02,1.793815392734764494e-02,2.856188185214317971e-02
1.052259999999999991e+03,1.738942922897040652e-02,3.599011046615072790e-02,3.662352402535430651e-02,6.926494084795294104e-03,5.332173411234138183e-02,7.297820474320752815e-02,3.449813459506258922e-02,3.055178664966423305e-02,9.188173481319488606e-03,3.172724543339763836e-02
1.054900000000000091e+03,2.201214207938321024e-02,3.310180270970813909e-02,3.596049757585431661e-02,1.174451381741645900e-02,5.241863797848200085e-02,7.135605714038596725e-02,3.880714342631465946e-02,2.720234681813167230e-02,4.448543328848884870e-03,3.090636659792387816e-02
1.057539999999999964e+03,1.785374306134947936e-02,3.558127264285539798e-02,2.491918892767099047e-02,1.566759705800186905e-02,5.410331665201421891e-02,6.555352675353333380e-02,3.484570882479925968e-02,2.583294534956781172e-02,5.188304126780916847e-03,3.464913436536772723e-02
1.060180000000000064e+03,1.700141451436353729e-02,3.839904522181502439e-02,3.057396547393810907e-02,2.388012727932724982e-02,5.412871675974430946e-02,6.204478971415129662e-02,2.935552567364600393e-02,2.536420520740961804e-02,7.775006724513387757e-03,3.700481107360537730e-02
1.062819999999999936e+03,2.129659194554197818e-02,4.217419548977584254e-02,4.005472898099816242e-02,3.740016625341412854e-02,5.993372392786848468e-02,6.452430653924819126e-02,3.110927940730943628e-02,2.451440868114979771e-02,1.390236592105615829e-02,4.554196678646579149e-02
1.065460000000000036e+03,2.400151824945875173e-02,4.869373104736124391e-02,2.676152470796706179e-02,3.555306496986686271e-02,6.976007040032593254e-02,6.667851303051386402e-02,3.742481362370290304e-02,2.907419305037485177e-02,3.030578853341048262e-02,5.394727551888688077e-02
1.068089999999999918e+03,2.035107611604828823e-02,5.240548820899176147e-02,8.517997000821293796e-03,2.742238542273082655e-02,7.390438886166966759e-02,6.705287467557340120e-02,3.858806532369584569e-02,3.226923605085586788e-02,3.460962982339152449e-02,5.944896583056319406e-02
1.070730000000000018e+03,1.898000359968672265e-02,4.523184110605907304e-02,1.771889711350343316e-02,1.691441345580667333e-02,6.786028702117113953e-02,7.469527487377716768e-02,4.309240191980934914e-02,2.828601301196549331e-02,1.705053966214260114e-02,5.882553255666929382e-02
1.073359999999999900e+03,2.589159360019325021e-02,3.909541095015162115e-02,4.628434020116185127e-02,1.507803049819361058e-02,6.028738419848140434e-02,8.375120308877659348e-02,4.744428049280444148e-02,2.844347893557643350e-02,1.925242115934783227e-04,5.775962629122914638e-02
1.076000000000000000e+03,2.459271094796335738e-02,3.767217191148685557e-02,6.641958238929532299e-02,1.348085988088888743e-02,5.810212945287078490e-02,8.312997305710914664e-02,5.133918359377975110e-02,3.551478833555429121e-02,3.227343334664574404e-03,6.006940601398971791e-02
1.078630000000000109e+03,2.047232186331790146e-02,3.781048909304580291e-02,5.504521120912157089e-02,1.356011663943452322e-02,5.552031523110800143e-02,7.692602341465495930e-02,4.924375591305023281e-02,3.747960889972269671e-02,4.348668703128208413e-03,6.715094904073529158e-02
1.081259999999999991e+03,1.772601550568698309e-02,3.941370441890022780e-02,5.529522288731729407e-02,2.106539231783170069e-02,5.058404616105575957e-02,7.902876025572086460e-02,4.949241480591539538e-02,3.442977752336444375e-02,3.069961967567078065e-03,7.298032535452583791e-02
1.083890000000000100e+03,2.007433450015363996e-02,4.765419426199634517e-02,5.597481771235737757e-02,2.177193853923873462e-02,5.297941265568806291e-02,8.229316068130508588e-02,4.671892322074289866e-02,3.754688106173206807e-02,9.756327151026922273e-03,7.538461200633413128e-02
1.086519999999999982e+03,1.767102412288322488e-02,5.235933387445677184e-02,7.082126209188703558e-02,1.458121457352343220e-02,5.962035547875048358e-02,8.472457101252796330e-02,4.827362069620035750e-02,4.014345614183793820e-02,2.081189624950875727e-02,7.508026688791938352e-02
1.089150000000000091e+03,1.500761436523619097e-02,5.768294859295138716e-02,8.059984347780563274e-02,1.548580035125327048e-03,6.942248747501941764e-02,8.193014781708646277e-02,4.872222275956419879e-02,4.136011272264952798e-02,3.247435362471060710e-02,7.399170252185591212e-02
1.091779999999999973e+03,1.814163817780753418e-02,5.835445540353779992e-02,8.969986874369324792e-02,1.359559567038393091e-02,7.016938988548446221e-02,8.048910091690743285e-02,4.987483020961637481e-02,4.048669927706383120e-02,3.548857555042578271e-02,6.870976309046572528e-02
1.094410000000000082e+03,1.565159320836848750e-02,5.735441903869744479e-02,6.363291822488884031e-02,3.179187575956653189e-02,6.827460867649111365e-02,7.654268676465471322e-02,4.363755367981440869e-02,4.249728796390639385e-02,3.431701197765307104e-02,6.124261960804270460e-02
1.097039999999999964e+03,1.292636889096693276e-02,5.383170312287641895e-02,4.853400470601565431e-02,2.557045774035045585e-02,6.884615251260464697e-02,7.314875742569790229e-02,4.098543796446826870e-02,4.226465476646908137e-02,2.706907577199919521e-02,5.673517181091665418e-02
1.099660000000000082e+03,1.562126684404982480e-02,5.277177361985025544e-02,5.601870494196977551e-02,1.384096040491531593e-02,7.114284281351906936e-02,7.132251414877643914e-02,4.027413359860815278e-02,4.210131045548098916e-02,2.642691698899144598e-02,5.537992839125190081e-02
1.102289999999999964e+03,1.855606025640633983e-02,5.396915661591978469e-02,8.653442258616450555e-02,9.302188462136588842e-03,8.010580201395955946e-02,7.202729150099650146e-02,4.357067877256710908e-02,4.308875548886976353e-02,3.155165858866015860e-02,5.193515352881358099e-02
1.104910000000000082e+03,1.427129380604274383e-02,5.688830944330999784e-02,9.117334229091828002e-02,1.707252811332077985e-02,9.105550735601743162e-02,7.756619943074700985e-02,4.437324070667111181e-02,4.730803936703734808e-02,4.037522979563345354e-02,4.696430054952904082e-02
1.107539999999999964e+03,1.813442228427344927e-02,5.766839506746413574e-02,8.409258203548497512e-02,1.810564623229176523e-02,9.505840103220197790e-02,8.235278437646079142e-02,4.572656272025925339e-02,4.662114566574902808e-02,3.811992327041213713e-02,4.223783014932248892e-02
1.110160000000000082e+03,2.339928218738525703e-02,5.090365250721182871e-02,5.902901919460014357e-02,1.734358862502444198e-02,8.857479885731975311e-02,8.424987637672783081e-02,4.557769456989825552e-02,4.039187331106023487e-02,2.281925134667022598e-02,3.633253058601015884e-02
1.112779999999999973e+03,2.113211237829345709e-02,5.027284911967803971e-02,4.306519272622275074e-02,2.090919608440541463e-02,8.698397221054829376e-02,8.556898010177424463e-02,4.463179618642777735e-02,3.401926441583744132e-02,2.081274354868812085e-02,3.028693359306998054e-02
1.115400000000000091e+03,9.190109454879046014e-03,6.003674151710421125e-02,4.748643431265493070e-02,2.066424214576818505e-02,9.050975285719667363e-02,8.711124883438250976e-02,4.449408420395836727e-02,3.490280420481075424e-02,3.374426782219015764e-02,2.972265683973024028e-02
1.118019999999999982e+03,1.550067795322810499e-02,6.600976174050145195e-02,6.187424699560550856e-02,2.741571812230074109e-02,8.516560881888868284e-02,9.508732196570721107e-02,4.630989667060543546e-02,3.845888812037016879e-02,4.214210699734099314e-02,3.307760344335490543e-02
1.120640000000000100e+03,2.719093074761808060e-02,6.513039847119200809e-02,8.112157631324973250e-02,3.393464852985740576e-02,7.791343696476712988e-02,1.066716744880870094e-01,4.965663006413692515e-02,4.162655876658261783e-02,3.921634598145552070e-02,3.599178054272122312e-02
1.123259999999999991e+03,3.240560787896067108e-02,6.248122151597246959e-02,6.585989421626844975e-02,3.950945693420424704e-02,7.477813522877420349e-02,1.195113752699023257e-01,5.609104226692575995e-02,4.215423392585326834e-02,3.167915912655103888e-02,3.760542288836166147e-02
1.125880000000000109e+03,2.208270734568409249e-02,7.230123854549533324e-02,6.882969101900894560e-02,3.341350468609161073e-02,7.669041601466508595e-02,1.326451201840554706e-01,6.148636255268904310e-02,4.448552021836979509e-02,3.927660438444109670e-02,3.788527552806473381e-02
1.128500000000000000e+03,1.925721162102173728e-02,8.616632815302643911e-02,7.309969275568936609e-02,2.890943712261796750e-02,7.905216235294049154e-02,1.437954121620142467e-01,6.582821791334797501e-02,5.028024172773611078e-02,6.174401798553428439e-02,3.751984590016951143e-02
1.131109999999999900e+03,1.309879481714447402e-02,9.299139349593615878e-02,1.079891070817969451e-01,2.970379416234161796e-02,7.986196955231497641e-02,1.479896907190607624e-01,6.032916736189544715e-02,5.441828814349199128e-02,7.967228947905197201e-02,3.510151197687137736e-02
1.133730000000000018e+03,2.119050422798837013e-02,7.917388706920538977e-02,1.045329280495271296e-01,2.374327417556609809e-02,7.846697772180454000e-02,1.386679467987245173e-01,5.685863184606163023e-02,4.840066244737361439e-02,6.330305946633596470e-02,2.727412677345440739e-02
1.136339999999999918e+03,2.294548568213279280e-02,6.383599360214937957e-02,9.489801206884455886e-02,8.860284974804594205e-03,7.395648804256448050e-02,1.156949900970464934e-01,4.648133231545811817e-02,3.439403961801086596e-02,4.871357942649407607e-02,1.879233196320830024e-02
1.138960000000000036e+03,2.133668302291543209e-02,4.875189699879587529e-02,6.639462276659621742e-02,-3.550801656299826248e-04,7.322384714815102780e-02,9.292799465747771104e-02,3.742559576918915581e-02,2.334164171384904216e-02,3.728063212028913387e-02,1.403243384801106802e-02
1.141569999999999936e+03,1.568863067181511944e-02,3.857065658714776968e-02,4.714049287025527668e-02,2.067370184325470484e-03,6.549519703100445400e-02,7.807950452714727818e-02,2.427457669164045234e-02,1.803732439934422477e-02,2.890816003122037917e-02,1.077391389361266952e-02
1.144180000000000064e+03,2.217696320846961403e-02,2.968013418402435516e-02,2.796156501516316312e-02,1.042268631921722602e-02,6.263062749371624272e-02,6.760907439738983449e-02,2.261774927656624856e-02,1.628765038811767069e-02,1.750634193832500615e-02,8.190449793453506711e-03
1.146789999999999964e+03,2.370443181736852853e-02,3.360222553268989859e-02,1.884704477882024123e-02,1.571798960384485078e-02,6.631010690262204021e-02,5.883857492906657827e-02,2.265009528588850241e-02,1.688549317749518663e-02,2.505720316807764567e-02,8.689244511195154397e-03
1.149400000000000091e+03,2.076840064555705509e-02,3.752601561118657642e-02,2.493423883537948527e-02,2.009535641782102255e-02,7.586574448889452094e-02,6.351289695387576928e-02,2.894652613951760253e-02,1.966723901734634267e-02,2.887522678090340134e-02,1.111918289645133506e-02
1.152009999999999991e+03,1.784533521186695837e-02,3.959340305841742291e-02,2.272372929988606891e-02,2.071222789727589220e-02,6.692925190822948678e-02,6.502635282905323832e-02,2.939987101526839522e-02,2.398446286715100531e-02,2.894294928127855854e-02,9.254119326966826764e-03
1.154619999999999891e+03,1.213453122175286655e-02,3.980067049930880591e-02,1.966522873246525499e-02,2.985224281312874595e-02,6.013356484056731066e-02,5.692521707775582973e-02,3.083123967800772275e-02,2.748059555757675909e-02,3.289328232368476934e-02,6.768714552408981733e-03
1.157230000000000018e+03,1.228368456209541666e-02,3.607724231105957635e-02,2.274434085583637577e-02,3.053667995615026720e-02,4.908590686376272660e-02,4.924950558061925304e-02,2.287882384935985280e-02,2.670700677168806950e-02,3.036448192705647198e-02,8.340511509018214836e-03
1.159839999999999918e+03,1.864895077643307156e-02,3.215673780295365963e-02,5.275862714553876398e-02,2.517156927729116006e-02,4.762434848646920904e-02,4.932202542187448524e-02,1.844687473183780763e-02,2.354819081602085168e-02,2.467299212116265059e-02,1.067238446968266780e-02
1.162440000000000055e+03,2.067463576543153436e-02,2.660011926851863287e-02,5.967453003227549124e-02,1.078165906575753036e-02,3.672782321216455648e-02,4.634469412354789292e-02,1.381501984377061718e-02,1.746609428918152740e-02,1.524104166248253095e-02,9.599601207729416275e-03
1.165049999999999955e+03,2.167156871193386472e-02,2.629308734558666316e-02,4.219979366825440947e-02,7.102048013104324611e-03,2.937018956504563669e-02,4.376174464657274499e-02,1.623882922919216154e-02,1.442728922613310816e-02,1.628740012218587302e-02,2.643843965908802482e-03
1.167660000000000082e+03,1.899973816467231957e-02,3.001065348752485901e-02,2.554985531834277207e-02,1.048236261230060633e-02,2.450957562613518756e-02,4.551308321758953945e-02,1.578868630599464251e-02,1.429487830851498831e-02,2.224704444730053049e-02,2.926428759090446766e-03
1.170259999999999991e+03,1.761296743140234461e-02,3.699972224388660413e-02,3.291154842650588497e-02,5.670507624247464462e-03,2.765435868283551424e-02,4.823703172881751988e-02,1.633763742037388361e-02,1.720867814410674199e-02,2.466119102780604116e-02,5.194699087343605109e-03
1.172859999999999900e+03,1.507338624055962022e-02,3.747274651951217755e-02,3.209017529858976953e-02,-5.899323213556972173e-03,2.512909227652823999e-02,4.896240182480773862e-02,1.272128815555710266e-02,1.572609730119800195e-02,2.159148739114540722e-02,4.674074665452738336e-03
1.175460000000000036e+03,2.036807285135364132e-02,3.146769777746018237e-02,2.886458347932872523e-02,-2.070863768058112814e-03,1.575645153573839580e-02,4.880451442350450253e-02,1.401256865696815131e-02,1.203229356864752436e-02,1.155091035262936598e-02,1.482568907250233353e-03
1.178069999999999936e+03,2.035383605291934961e-02,2.645774043679802873e-02,2.123650358095859753e-02,1.515768546819627055e-02,1.323623699346745605e-02,4.399390946223588617e-02,1.872862888828311090e-02,1.170754825756002704e-02,1.001131762741496595e-02,3.716312049187974267e-03
1.180670000000000073e+03,1.938960335801701018e-02,2.475415302454455485e-02,9.879981994951502616e-03,1.980009755025990276e-02,9.836053021752987416e-03,3.793949789161335517e-02,1.863260124693989425e-02,1.335356201595266912e-02,1.078169843831158943e-02,4.939229442850754173e-03
1.183269999999999982e+03,1.667285450490898005e-02,1.994020321010278596e-02,1.195972855661250715e-02,1.666898516637442193e-02,1.102501897662089454e-02,3.205208991763115745e-02,1.019427799475143906e-02,1.327918757577704889e-02,1.171531428745857528e-02,2.075286819463593307e-03
1.185869999999999891e+03,2.178359419606940017e-02,1.151844605778844406e-02,2.790584218618708673e-02,1.100173545597549901e-02,8.107369168519194813e-03,2.846343376848285700e-02,3.726693906539403980e-03,6.049308032555791165e-03,3.220930919982151544e-03,-4.201547661844672737e-04
1.188460000000000036e+03,2.368292125670846612e-02,5.060714122367688042e-03,2.286124001098011407e-02,4.283693999181676509e-03,6.626194830164161553e-03,2.119029823655380410e-02,2.381701401107160030e-03,8.893875941921721914e-04,-1.724560724378187623e-03,-2.013525574243954855e-03
1.191059999999999945e+03,2.572557808052658435e-02,7.968682937285006054e-03,1.059615272756938946e-02,2.239593567048668663e-03,2.506584549685229694e-03,1.771985956875243157e-02,4.100509972495459607e-03,2.504418295170385972e-03,3.519547806631553692e-03,-1.620442184196380087e-03
1.193660000000000082e+03,3.028528400861163483e-02,1.503043063766032125e-02,1.514474114338740934e-02,3.040480916808229080e-03,8.527992901109138560e-03,1.516944472858750698e-02,8.500106212913137102e-03,8.990025114372114656e-03,1.458588119312135591e-02,1.657335182739038543e-03
1.196250000000000000e+03,3.357116159388368049e-02,2.554732094807289633e-02,2.269150211511852810e-02,5.459484501037904433e-03,1.801255996161707160e-02,1.878478567332348553e-02,9.410421274421754828e-03,1.133675317517332873e-02,3.277067914332203180e-02,7.371260875199295987e-03
1.198849999999999909e+03,2.647270187637715960e-02,2.784325054021977858e-02,1.315565268186315827e-02,6.733499490953380809e-03,2.883440812529037070e-02,2.288595073910633035e-02,9.864589307811351057e-03,1.236923501472106217e-02,3.740517656098954480e-02,1.089647637810324879e-02
1.201440000000000055e+03,2.282154636019364038e-02,2.251449631835222148e-02,1.830898730152234755e-03,2.144850909488545121e-02,2.757487079053879547e-02,2.821229347758938411e-02,1.298350546380429987e-02,1.551890844176752327e-02,1.753431525982524636e-02,1.359308051921152491e-02
1.204039999999999964e+03,2.072245153394005820e-02,1.736000681157504402e-02,1.324509727705907094e-02,1.295780393240036910e-02,2.110953050598447789e-02,2.497964957494015065e-02,1.653008883409252255e-02,1.951616455657936150e-02,4.292445180483238365e-03,1.422864874183852289e-02
1.206630000000000109e+03,1.948770600867022473e-02,2.183434394960905370e-02,2.148048724145537255e-02,1.255009788457965396e-02,1.587232707965531564e-02,2.274671986197175991e-02,1.471737040692119858e-02,2.635328330304523986e-02,9.445731552895162558e-03,1.460859094505937567e-02
1.209220000000000027e+03,1.465750912660454368e-02,2.990770732037861465e-02,3.462895547351823450e-02,8.674921687310276769e-03,1.754112349165146828e-02,2.284011985427984032e-02,1.362046257763333858e-02,2.917088364108311876e-02,2.263567423134229400e-02,1.613224429833734833e-02
1.211809999999999945e+03,1.857367896734619939e-02,3.119440106365000201e-02,2.109487753225309029e-02,1.939754302014854576e-02,1.593084560949983852e-02,2.146727815829390859e-02,1.445803551764432426e-02,2.495221957515355096e-02,2.038141880453201576e-02,1.576947446753847876e-02
1.214400000000000091e+03,1.919991256494508677e-02,3.234162559405274334e-02,2.543030553008950728e-02,6.925385963773516770e-03,2.191603297155100133e-02,1.960024057481779547e-02,1.675506961988667068e-02,2.094969509303886215e-02,2.841545921501073546e-02,1.388566562595220863e-02
1.216990000000000009e+03,2.661152858057928491e-02,3.102003026025861726e-02,2.631846119301707934e-02,9.438627496112031445e-04,2.690807207471363274e-02,2.764588856722514226e-02,2.020215912685796936e-02,2.518294361487870281e-02,1.910903730612010729e-02,1.508486172736019787e-02
1.219579999999999927e+03,2.868202512876613305e-02,3.817883989401130163e-02,3.015064441583989105e-02,-5.750708086073041264e-03,2.875291580647545281e-02,3.911695150256887243e-02,2.400903105329510456e-02,3.480729230738913160e-02,2.093489010954257754e-02,2.047793688123223516e-02
1.222170000000000073e+03,3.013980951947663189e-02,4.304840811554519475e-02,3.704149593185853545e-02,8.826150939219984393e-04,2.624091876431644543e-02,4.354800900132056035e-02,2.779964979643961831e-02,3.974136778637178680e-02,2.110154987150684655e-02,2.775791034350538755e-02
1.224750000000000000e+03,2.880045085020469658e-02,4.620153586794895767e-02,4.464020395236916600e-02,2.996828206474795586e-03,3.073715040922709793e-02,3.899138264725023756e-02,3.174847591069695357e-02,4.405287054057566848e-02,3.039661478268377431e-02,3.251663306198773057e-02
1.227339999999999918e+03,3.105277954769530835e-02,4.361329573164467871e-02,5.315792573131036119e-02,8.103497138582729797e-03,2.980843466601012376e-02,4.119215565792916367e-02,3.544037300629411524e-02,4.680859962225440707e-02,1.935924044247137876e-02,3.581192637569976384e-02
