# SpectraMap / WITec Raman Pipeline Export
# Timestamp: 2026-07-22T13:23:16.819078
# Scan File: sec_ext_res_cell
# Grid: 40x40 (1600 pixels)
# Processing Parameters:
#   crop_low: 400.0
#   crop_high: 3300.0
#   skip_silent: True
#   glass_method: None
#   cosmic_ray_threshold: 4.5
#   airpls_strength: 1000.0
#   airpls_itermax: 50
#   norm_mode: dual
#   n_endmembers: 8
#   map_interpolation: none
Wavenumber,Endmember_1,Endmember_2,Endmember_3,Endmember_4,Endmember_5,Endmember_6,Endmember_7,Endmember_8
9.886380000000000337e+02,8.934310103448613385e-03,2.207334433399503124e-02,3.184711160301090249e-02,4.159027960298808391e-03,7.783806711566126219e-03,3.387917633495570596e-02,1.253167772453682265e-02,5.508049414084752182e-02
9.912980000000000018e+02,1.541986365515315115e-02,2.666430025028995732e-02,3.408753875612242912e-02,1.586310172225731743e-02,1.768885093203231840e-02,3.914920085930487931e-02,1.882124100100436917e-02,5.714495259749624578e-02
9.939579999999999700e+02,1.316335220157475658e-02,2.857629719425739193e-02,3.247112692669513329e-02,2.523193753906748799e-02,1.997197647234046775e-02,4.134382503771413808e-02,2.000723920756589114e-02,5.351909041252835009e-02
9.966169999999999618e+02,7.048658213209890028e-03,2.922674982454144532e-02,3.137796708542188451e-02,2.762329115702382223e-02,1.933708616877561487e-02,4.335086999154193904e-02,1.933491713444870919e-02,5.633293655292529595e-02
9.992759999999999536e+02,4.454258983469589622e-03,3.365871214003440803e-02,3.505865613819927201e-02,1.814282218517890635e-02,1.534765434925554686e-02,5.013688288641111879e-02,1.741697889039609676e-02,5.738091050263022241e-02
1.001929999999999950e+03,8.277118875117617236e-03,4.257714643525013776e-02,4.029405157597888004e-02,1.696804029393594523e-02,1.130185166150371803e-02,6.305710532749961295e-02,2.319633386175549983e-02,6.170477867479050305e-02
1.004590000000000032e+03,1.121737443699712122e-02,4.784423069302808779e-02,4.195551119464926287e-02,2.234174172431610192e-02,9.099714671247607911e-03,7.181922935118503770e-02,2.924265216520626626e-02,6.345299014065453047e-02
1.007250000000000000e+03,1.242640660124480489e-02,4.586745318147934791e-02,4.149439621348221391e-02,2.395550917446034184e-02,8.277920191941533223e-03,7.031377992128937104e-02,3.246376620476990743e-02,6.169595625044768661e-02
1.009899999999999977e+03,1.358719904669788980e-02,3.938970717799370608e-02,3.912563860170854835e-02,2.558513452166231994e-02,1.238388474139961656e-02,5.979256538867237097e-02,2.660486958219973608e-02,5.534464251620772879e-02
1.012549999999999955e+03,1.713516569326338848e-02,3.405613411360976228e-02,3.893541016328303656e-02,2.668099934475862828e-02,1.774707609075560147e-02,4.738690656275522384e-02,2.768541038876868102e-02,5.866526505509581102e-02
1.015210000000000036e+03,1.779684511520169404e-02,3.239159630083530278e-02,3.815802993738736520e-02,2.874661446014100535e-02,2.416915813687589565e-02,4.041287470652866337e-02,3.314906306086805310e-02,6.170065980047438614e-02
1.017860000000000014e+03,1.422856006134834428e-02,3.094208221390495894e-02,3.596791390491747148e-02,2.560405447828327866e-02,2.504674947099327920e-02,3.673910695848220387e-02,3.953562927367918617e-02,6.147585355073895141e-02
1.020509999999999991e+03,1.264226397568117902e-02,2.668227066691875732e-02,3.236543215876760970e-02,1.964232320334474008e-02,1.939939849850235570e-02,3.376636808899655118e-02,3.220945790068585612e-02,5.436559871440543867e-02
1.023159999999999968e+03,1.497340683125934595e-02,2.260715999884074789e-02,2.991647623687286595e-02,1.219855595565079096e-02,6.935290025666156905e-03,3.161959126557182392e-02,2.545097340940830760e-02,5.392653331201067296e-02
1.025809999999999945e+03,1.938312198819855392e-02,2.593264351248328672e-02,3.246118033552124194e-02,1.193010443031621362e-02,1.075046520217219984e-02,3.270851284698446382e-02,2.665940372811636400e-02,5.522791022431197683e-02
1.028460000000000036e+03,1.924038233076764970e-02,3.247404816687211176e-02,3.369496247805860850e-02,1.847510262402197317e-02,1.603389815386776704e-02,3.656485798130740261e-02,4.037792960721584695e-02,6.266270021292831560e-02
1.031109999999999900e+03,1.677977092534208015e-02,3.510090022646193686e-02,3.441008243022741081e-02,2.956003521087162411e-02,2.547191302040879846e-02,4.048169826363658824e-02,5.005235988108642370e-02,6.628134265111244872e-02
1.033759999999999991e+03,1.232011686379985357e-02,3.144891707685275317e-02,3.035109341740155689e-02,2.778432559758876180e-02,1.294943211297833879e-02,3.961031372603913275e-02,4.620136169533402282e-02,6.202745513788886916e-02
1.036400000000000091e+03,1.323233471662805388e-02,2.769790740689461600e-02,2.944107534321713585e-02,2.410643184776654208e-02,9.170341859565660225e-03,3.574795259441301831e-02,4.205372770137633109e-02,6.206959681096253789e-02
1.039049999999999955e+03,1.836791387923525365e-02,2.766723595918889680e-02,3.084129546161109431e-02,2.306473875336393503e-02,6.471320016594738628e-03,3.452238741770963931e-02,4.699363761915681392e-02,6.806782861412102870e-02
1.041690000000000055e+03,2.369309275069979293e-02,3.239268840027419855e-02,3.589390151713298116e-02,2.968845011281148749e-02,2.307817932319230353e-02,3.691843606348193391e-02,6.001154767940361512e-02,7.576156976302605983e-02
1.044339999999999918e+03,2.817553004298743030e-02,3.692331959156440468e-02,3.778580623612490946e-02,3.368297100603401956e-02,3.125372670131960906e-02,3.719656338248929217e-02,6.549629042426691194e-02,7.462630487560251158e-02
1.046980000000000018e+03,3.015968008597499569e-02,3.865800249641317132e-02,3.730957693145310616e-02,3.566662729382220898e-02,3.257855668005066319e-02,3.704358930700737268e-02,6.585325604952174672e-02,7.455922064864295429e-02
1.049619999999999891e+03,2.743774714493933328e-02,3.708417206907467512e-02,3.606916275203561617e-02,3.382499713772562505e-02,2.234736295370781667e-02,3.647995136662273569e-02,6.353961789676546013e-02,7.507551291062813936e-02
1.052259999999999991e+03,2.079122582423022225e-02,3.616834171728097735e-02,3.566561828986200555e-02,3.047815515948188586e-02,1.692478578430782823e-02,3.623207579355154639e-02,6.213469453498782213e-02,7.285788856499694766e-02
1.054900000000000091e+03,1.753196412513622141e-02,3.587773055196409600e-02,3.662186376598462051e-02,3.030036987507194260e-02,1.293441593919466420e-02,3.584215628228090700e-02,6.296460362466999028e-02,7.035169354081793891e-02
1.057539999999999964e+03,1.720467104410627543e-02,3.816108801595746031e-02,3.801836730585168855e-02,3.309952992615307343e-02,1.270081922061920554e-02,3.578753890969932350e-02,6.354916384084109693e-02,6.901653457724155061e-02
1.060180000000000064e+03,1.776931342595835725e-02,4.169207724512777324e-02,4.181226370464780073e-02,3.044360210430340982e-02,9.304914119300879138e-03,3.621207946304242503e-02,6.281853581344430670e-02,7.202838567420297156e-02
1.062819999999999936e+03,2.144312544272189425e-02,4.885711147449118413e-02,4.627501606696365899e-02,3.283343798422467402e-02,1.074976187356948415e-02,3.822852475746958689e-02,6.799774309602105160e-02,7.791855112054421606e-02
1.065460000000000036e+03,2.651751900595871250e-02,5.545358865560245237e-02,5.094439631298438437e-02,4.404395429728050898e-02,2.075223986415135335e-02,4.232816745492379296e-02,8.031479661236898271e-02,8.247687753151689005e-02
1.068089999999999918e+03,2.554410042734643616e-02,5.792629845723643034e-02,5.255072032671025822e-02,5.071880914477668034e-02,2.481178306030638880e-02,4.371681511102916418e-02,8.829987216284206075e-02,8.558781788363459264e-02
1.070730000000000018e+03,2.290973910064153865e-02,5.620709398551976960e-02,5.346279437099570736e-02,4.778491580759855473e-02,2.201900689476983530e-02,4.378586001978675146e-02,8.975360980565821878e-02,8.470795554238222391e-02
1.073359999999999900e+03,2.033699301944962706e-02,5.642954335408111727e-02,5.415297856076334987e-02,4.791927420441267904e-02,2.381911577680995498e-02,4.377207469394804595e-02,8.339632276488073703e-02,8.195747275331347059e-02
1.076000000000000000e+03,1.997256095049171343e-02,5.433502131260353057e-02,5.497577761848414235e-02,4.594675815435090432e-02,1.946614618931082064e-02,4.466143383493713370e-02,7.337216722312378536e-02,7.730993271157603208e-02
1.078630000000000109e+03,1.670822394228309304e-02,5.353767829597790018e-02,5.686038608961898472e-02,3.486115384142529638e-02,6.815597306643869646e-03,4.325857628782214803e-02,6.665078417519763876e-02,7.992306834118997894e-02
1.081259999999999991e+03,1.547727658742172746e-02,5.635437028781624391e-02,6.015990209668574396e-02,3.182484656331159567e-02,6.837958459697673907e-03,4.488858444555801630e-02,6.842639857890561728e-02,8.147029626492063858e-02
1.083890000000000100e+03,1.711624506302233950e-02,6.165357921889062787e-02,6.343655331719780244e-02,4.138500228736216591e-02,2.129967545869523166e-02,4.942251915703509135e-02,7.514497049329754708e-02,8.138645768228813804e-02
1.086519999999999982e+03,1.969292241688709588e-02,6.196032521802470605e-02,6.465098847686710781e-02,4.210648953516016313e-02,1.956456375389033914e-02,5.345779561721653028e-02,8.147523953555632636e-02,8.058058538007034644e-02
1.089150000000000091e+03,2.512084585980326606e-02,6.283179630757818046e-02,6.490332739489151903e-02,3.978496956597499939e-02,1.577069973652395901e-02,5.421125111671381419e-02,9.056582152482836601e-02,8.612246608221302280e-02
1.091779999999999973e+03,2.359300472600375093e-02,6.168344563355743215e-02,6.175939345888551563e-02,4.214523044241766381e-02,2.349937333687728003e-02,5.182421838034180495e-02,9.167487938783325241e-02,8.629666284343032179e-02
1.094410000000000082e+03,2.038745003117221899e-02,5.668613759617874281e-02,5.578419049799031998e-02,3.652895681922622984e-02,1.851763501747049484e-02,4.969559008438708542e-02,9.201978908259561551e-02,8.258921097221277874e-02
1.097039999999999964e+03,1.672213312995322193e-02,5.297551555792667094e-02,4.815449103248152507e-02,3.644204704170420778e-02,1.405366554206251978e-02,4.855078427450362083e-02,9.388730063987958674e-02,8.204266555763906066e-02
1.099660000000000082e+03,1.954011570602264686e-02,5.260027321837310033e-02,4.346953765337730619e-02,3.900284442620349096e-02,1.381138952180667456e-02,4.939161037025743828e-02,1.005954839506025406e-01,8.107958085197043696e-02
1.102289999999999964e+03,2.442149885502161583e-02,5.210439642108347091e-02,4.155057627254608171e-02,4.438855985399960125e-02,2.632219214095845791e-02,4.961702117255528677e-02,1.026607836991277889e-01,8.031046869919418463e-02
1.104910000000000082e+03,2.651844521127889528e-02,5.041850429086942864e-02,4.024597466164247378e-02,3.283180178865678644e-02,2.389890903567676306e-02,4.927964373151239724e-02,1.033454074480822382e-01,7.797958981103696174e-02
1.107539999999999964e+03,2.751058300288562047e-02,4.773638651093765894e-02,3.863030840590708087e-02,2.506698768114871967e-02,2.153671565621800149e-02,4.657037731980381151e-02,1.017598980337309778e-01,8.202759804013221023e-02
1.110160000000000082e+03,2.305507361807317135e-02,4.261662136884555169e-02,3.626682358467639422e-02,1.625438322196526286e-02,1.646402714177215565e-02,4.080769999435895912e-02,9.798165662984265056e-02,8.082924711038669274e-02
1.112779999999999973e+03,2.017129743807348843e-02,3.951452598515477893e-02,3.602341241429904417e-02,1.750237260116620577e-02,1.934383586833303761e-02,3.558698738999770128e-02,9.766517039327771155e-02,8.511150497803623982e-02
1.115400000000000091e+03,2.393644621208836087e-02,4.514214737370715602e-02,3.736740883991276213e-02,2.816878603706601467e-02,2.999997202503898799e-02,3.749067474254870469e-02,1.043975328000764369e-01,8.765633690928492650e-02
1.118019999999999982e+03,2.875528957257745058e-02,4.735205938992911173e-02,3.965706061255956649e-02,3.460159752914702957e-02,3.629985763375630226e-02,4.010958557919362677e-02,1.076459878879583165e-01,9.000660126339574130e-02
1.120640000000000100e+03,2.700906477041030429e-02,4.554899283098949592e-02,4.091147249112137008e-02,3.198136995649977776e-02,3.465122754733435118e-02,4.042286289182395187e-02,1.072092292218869425e-01,9.197856745125046474e-02
1.123259999999999991e+03,2.111994439956240907e-02,4.292762415913741608e-02,3.951935856720195650e-02,3.181445661593002711e-02,3.327347927816913520e-02,3.977578392983913830e-02,9.780097590161859755e-02,9.378358495892949453e-02
1.125880000000000109e+03,1.746690650587430504e-02,4.231641453225507693e-02,3.492289469674881436e-02,3.090306485911931134e-02,2.841653274536994067e-02,3.959770208832896071e-02,8.655894834008941163e-02,9.174456078572046369e-02
1.128500000000000000e+03,1.686636798109222499e-02,4.264347751991618557e-02,3.160635774134998993e-02,2.771062512138079692e-02,2.749285012277848800e-02,3.798632850247166820e-02,8.281380275308522498e-02,9.056896850166502866e-02
1.131109999999999900e+03,1.868495887418307813e-02,4.276440562119483008e-02,3.197720200072712987e-02,2.372040976104568266e-02,2.964496852067140253e-02,3.618158064593644807e-02,9.204835820458798223e-02,9.032853312399913293e-02
1.133730000000000018e+03,2.393132733673767124e-02,4.131524560037321686e-02,3.222774785651910667e-02,2.625647652774093510e-02,3.842019386907791906e-02,3.573044186133297884e-02,9.752754675417801833e-02,9.167903492345419458e-02
1.136339999999999918e+03,2.539388943306960730e-02,3.505710976606668527e-02,2.912441557393681893e-02,2.663486752255287901e-02,3.878927777251903880e-02,3.090984885818239686e-02,9.463730965940844730e-02,8.963101855254436423e-02
1.138960000000000036e+03,2.267223373797509767e-02,2.998504957073859153e-02,2.492198344885626984e-02,2.436140508457269871e-02,3.992827461277462242e-02,2.513608583073293282e-02,8.641773853906846437e-02,8.357385996101499015e-02
1.141569999999999936e+03,1.785646836266537724e-02,2.536769928406211114e-02,2.104309155428384440e-02,2.075251779126483648e-02,3.320447509023438659e-02,1.908120422853573639e-02,8.084844677670295632e-02,7.568145785867724795e-02
1.144180000000000064e+03,1.432042560025020492e-02,2.341319796117153490e-02,1.850401257751678116e-02,1.548707679520068374e-02,2.762521316126325885e-02,1.702237560268643479e-02,7.486649573212930675e-02,7.102653966716740430e-02
1.146789999999999964e+03,1.348345882670110192e-02,2.424643733028168657e-02,1.833030241755971568e-02,1.470499155772287021e-02,2.238560769258784305e-02,1.956077137564149471e-02,7.155850898149716810e-02,7.025115829651476518e-02
1.149400000000000091e+03,1.459686008898392236e-02,2.467479336660497596e-02,1.923023918907034932e-02,1.578698196405253773e-02,2.285090479263684679e-02,2.178590020886871786e-02,6.711361194682891051e-02,7.355349219825120521e-02
1.152009999999999991e+03,1.435058772287229299e-02,2.646725094339010681e-02,1.982497039691129281e-02,1.697925738876290835e-02,2.573868343032845174e-02,2.185298719160573555e-02,6.564232115525847622e-02,7.733309416880437825e-02
1.154619999999999891e+03,1.422195475547086141e-02,2.869032483784957066e-02,2.161911934174644279e-02,1.416416004739213738e-02,3.156317732078323113e-02,2.232042472979710312e-02,6.112080601866177326e-02,7.275329519119762278e-02
1.157230000000000018e+03,1.346020814849984738e-02,3.071587195509036319e-02,2.242763737595188447e-02,9.749786550063341967e-03,2.914241584441372088e-02,2.372629327723540724e-02,5.486972475259059567e-02,6.888374433046820511e-02
1.159839999999999918e+03,1.569124167668113634e-02,2.939881796893029087e-02,2.292320261075200816e-02,1.179300081305866346e-02,2.802639338079779274e-02,2.333010604450578077e-02,5.241444133105656322e-02,6.924647891198731919e-02
1.162440000000000055e+03,1.693684531765279888e-02,2.818946347723778542e-02,2.114820871498073601e-02,2.032664435433364017e-02,2.748222843484290565e-02,2.321550172188319508e-02,4.722284322182816046e-02,6.445432925940466906e-02
1.165049999999999955e+03,1.679905812915096289e-02,2.596657527799673196e-02,1.996261884258590177e-02,2.574433034629680650e-02,2.838483483392649498e-02,2.395379330598784023e-02,3.883178806754989526e-02,5.399508740465666645e-02
1.167660000000000082e+03,1.179604976214598810e-02,2.397292762242463418e-02,1.640571792812386964e-02,2.630001559492404356e-02,2.395413507278339529e-02,2.428975313128897695e-02,2.807745950061593318e-02,5.031096963576108666e-02
1.170259999999999991e+03,9.592699389302709531e-03,2.084567224588505102e-02,1.519181437924774399e-02,1.862727235835486342e-02,1.811900521227843494e-02,2.371368845605886788e-02,2.113825153830157372e-02,5.106001595526009351e-02
1.172859999999999900e+03,7.924840961210979570e-03,1.527783267608477311e-02,1.321534659973920729e-02,1.517611086612690244e-02,9.648051429060361395e-03,2.275397587000866501e-02,1.437547156704915494e-02,5.376752910775325217e-02
1.175460000000000036e+03,6.782097149006587403e-03,9.184591941327469727e-03,1.341651100249600069e-02,5.159200424471875254e-03,2.133583675393083134e-03,2.132103888386847890e-02,2.802809591754108244e-03,4.636449752041333500e-02
1.178069999999999936e+03,8.725854467996268377e-03,9.895939330296543018e-03,1.393329742648429480e-02,6.834259902085501430e-03,3.455040142884406931e-03,2.396775203436018326e-02,-1.630560939105600224e-03,4.185540271088412922e-02
1.180670000000000073e+03,1.522593713755946224e-02,1.503022796130323857e-02,1.659581995031742668e-02,1.374793351161352623e-02,1.344493125266559702e-02,2.703158914331096202e-02,-7.659107589943411898e-04,4.005090071467176660e-02
1.183269999999999982e+03,1.751425199163671870e-02,1.756915997738013949e-02,1.641718728294650972e-02,3.331331600690008721e-02,3.111636705993599261e-02,2.826148775352900142e-02,4.786298133157373610e-03,4.390116798977895807e-02
1.185869999999999891e+03,9.830829066218071954e-03,1.274327361350614113e-02,1.343772167357241802e-02,3.429752080166569711e-02,2.902437069210865930e-02,2.294115115535381999e-02,-3.559914382159391766e-04,4.294845356649390489e-02
1.188460000000000036e+03,6.248160215363274955e-03,9.587600910933686063e-03,1.223658438875652003e-02,2.705492625172539051e-02,1.963534450264446327e-02,1.851129500400526887e-02,-2.678747357378582009e-03,3.615166122399873089e-02
1.191059999999999945e+03,1.101525939542255354e-02,1.219448908179432758e-02,1.401184981838778272e-02,2.177265038758977034e-02,1.302845220520016008e-02,1.943775104654225580e-02,-5.065269774775886524e-05,3.548133372064508906e-02
1.193660000000000082e+03,1.722169772946104821e-02,1.593748601861914166e-02,1.692600214808191381e-02,2.947730164540423789e-02,2.577132974432476756e-02,2.429765244594717100e-02,6.098194424920251253e-03,3.790400847112382343e-02
1.196250000000000000e+03,1.457414678545927017e-02,1.580653729366608695e-02,1.832883494288719065e-02,2.899784838949874544e-02,3.278367789121872794e-02,2.744050243428785771e-02,7.745721879432763274e-03,4.245732264585261317e-02
1.198849999999999909e+03,1.274488472375122361e-02,1.519030607699170879e-02,1.979338065838324653e-02,2.188309465156377739e-02,2.948331199561990412e-02,2.977141976998545769e-02,8.204459422585715436e-03,3.772663585674669584e-02
1.201440000000000055e+03,1.267132094045080384e-02,1.796347188336298861e-02,2.099351291134814862e-02,2.110459908729895098e-02,2.435447637579916599e-02,3.297676205666931482e-02,1.110270427311271270e-02,3.735426560059995627e-02
1.204039999999999964e+03,1.306854737659034378e-02,1.990361514438258872e-02,2.140108910173422682e-02,2.569886273935900745e-02,2.338836191267363793e-02,3.535523099919554019e-02,1.134604432510436661e-02,3.745344863333098517e-02
1.206630000000000109e+03,1.127120602594509739e-02,2.181267604102974517e-02,2.162105351649730098e-02,2.612127414819761378e-02,2.437721230744431533e-02,3.762983020807243034e-02,1.003899098855555276e-02,3.878649890679599505e-02
1.209220000000000027e+03,1.358919504651414333e-02,2.381013259253804762e-02,2.137192075310737419e-02,2.748850208138574683e-02,1.819040095709794844e-02,4.012643889744505615e-02,1.218145495117188039e-02,4.252124158026340806e-02
1.211809999999999945e+03,1.281249325849927699e-02,2.602836956101439378e-02,2.256880594302992579e-02,3.059133389306542897e-02,2.049362131390886771e-02,4.139914555606107743e-02,1.606655853155918370e-02,4.671639587839695323e-02
1.214400000000000091e+03,1.081090706083717885e-02,2.742093182105118099e-02,2.359189499807561735e-02,3.540252507785360270e-02,2.932467956264141543e-02,4.183858371784299895e-02,1.380153935829150393e-02,4.174870517745982862e-02
1.216990000000000009e+03,9.788054925705259868e-03,2.867142571910911292e-02,2.540112711089024394e-02,3.523939220106191844e-02,3.601041323127642663e-02,4.281662593589176391e-02,1.156928915992463947e-02,3.691360501082815299e-02
1.219579999999999927e+03,1.260850687298653745e-02,2.892031285112545841e-02,2.559913414611561522e-02,3.857347093125099852e-02,3.161922983313639191e-02,4.515168939843618862e-02,1.367014086289023746e-02,3.935899664459602265e-02
1.222170000000000073e+03,1.372828077552205178e-02,2.951336158281152311e-02,2.825985749897227950e-02,3.628096540535451914e-02,3.165186625117945990e-02,4.815548795219540268e-02,1.760069340685283673e-02,4.657069035988292693e-02
1.224750000000000000e+03,1.305392273853624163e-02,3.106404743102631275e-02,3.096236976412022196e-02,3.549393498070734648e-02,3.790869383865715092e-02,5.015573189093838757e-02,2.057797542612968544e-02,5.016846161043346519e-02
1.227339999999999918e+03,1.332341142426924155e-02,3.461754982702422434e-02,3.338692042167725610e-02,3.478344250381307234e-02,4.629612785156646260e-02,5.287195101975678685e-02,2.340156643132062717e-02,4.881639826675206184e-02
1.229920000000000073e+03,1.839530201337264900e-02,4.013373017028248890e-02,3.374406972053634740e-02,4.386871680100828952e-02,4.283305825624957736e-02,5.996211541015990243e-02,2.952293922718829747e-02,5.225056775138716553e-02
1.232509999999999991e+03,1.914347608833795802e-02,4.332145888493169755e-02,3.402347388880394563e-02,4.543895899281855111e-02,3.641365056336640094e-02,6.478042658089638861e-02,3.035361923491760455e-02,5.362995593372223840e-02
1.235089999999999918e+03,1.839025809913325329e-02,4.370549926523008971e-02,3.458768256534436314e-02,4.411580571352524682e-02,2.987225633604496944e-02,6.484229300597503520e-02,3.174380093311256895e-02,5.631013108040845705e-02
1.237670000000000073e+03,1.508860250137561074e-02,4.424270756771706004e-02,3.746694013783503918e-02,3.493095147158724323e-02,3.182169252807783011e-02,6.495099406729679115e-02,3.152753021544108664e-02,5.480431553248474308e-02
1.240259999999999991e+03,1.938044558061942715e-02,4.907308803131093383e-02,4.139623778885068162e-02,4.240603200512300941e-02,4.069835693932555287e-02,7.049168610304291926e-02,4.082915099630006484e-02,5.912056511632547001e-02
1.242839999999999918e+03,2.027600668050951946e-02,5.163841304030104135e-02,4.372139550386959506e-02,5.340241460798013373e-02,5.256520868993832390e-02,7.422178421863687148e-02,4.180831424993022155e-02,5.404782791682500448e-02
1.245420000000000073e+03,1.739169355871410250e-02,4.877734269550687563e-02,4.145229833697149785e-02,5.789603896133879712e-02,4.523984551321404146e-02,7.412679254899258441e-02,4.297017334132637728e-02,5.027211300199244809e-02
1.248000000000000000e+03,1.202056445853903754e-02,4.678834473024930107e-02,4.103709758950712522e-02,5.154755860698591319e-02,3.825522403427809859e-02,7.167828376655607792e-02,3.763187221880447131e-02,4.714254996442622525e-02
1.250569999999999936e+03,1.459694764579035769e-02,4.839604313442490147e-02,4.272275633967714814e-02,4.753128426575300991e-02,3.451032262208869605e-02,7.061057871460410529e-02,3.627781081200176505e-02,4.910559747452489937e-02
1.253150000000000091e+03,1.798894214562932886e-02,5.100190379294016613e-02,4.919274698770151333e-02,4.132597865847317115e-02,3.893166026841959199e-02,7.083851723229245279e-02,3.737711969013832181e-02,5.043683818019290693e-02
1.255730000000000018e+03,1.866929754488445836e-02,5.285650673974871816e-02,5.496950835909659300e-02,3.208443554181785590e-02,3.538250248920175173e-02,7.372943303080867206e-02,4.256091814779062316e-02,4.844385921533120309e-02
1.258309999999999945e+03,1.980272520469768954e-02,5.813373202408235463e-02,6.047249719750426300e-02,3.446807392032304185e-02,4.319834497772485904e-02,7.580119767849399781e-02,4.918275993587687550e-02,5.261846557768355692e-02
1.260880000000000109e+03,2.188192906192899800e-02,6.061279883525787227e-02,6.217718951004071182e-02,4.238925299849596873e-02,4.529106373778472860e-02,7.596387203307913838e-02,5.399451889013766326e-02,5.666979946417424752e-02
1.263460000000000036e+03,2.130891007303524487e-02,5.960146761437960100e-02,6.265381070478312497e-02,4.903234512963288577e-02,4.754289898825522775e-02,7.381979209744710113e-02,5.817258048889929062e-02,6.679304878179063987e-02
1.266029999999999973e+03,1.838238293064854006e-02,5.623896503783182288e-02,6.096753173660701686e-02,4.739388898005650330e-02,4.383792874338858503e-02,7.111035882945741793e-02,5.675878570817967372e-02,6.391111222409399939e-02
1.268599999999999909e+03,1.585775668705129843e-02,5.455741630840912904e-02,5.883612752825661402e-02,4.799324308153202212e-02,4.455672770555745010e-02,6.809323012229299976e-02,5.593403175162563190e-02,6.164562645304360461e-02
1.271170000000000073e+03,1.726552375793433819e-02,5.231406708569123765e-02,5.520840392771522026e-02,4.764972922386882109e-02,3.286478899189501646e-02,6.594316853353239527e-02,5.349923205677793031e-02,5.747200798902093316e-02
1.273750000000000000e+03,1.618919147156719363e-02,5.102344347098759780e-02,5.336114093276669856e-02,4.095338403151312090e-02,2.067647302662226766e-02,6.317874441718117351e-02,4.553190450744003248e-02,5.986646600507343485e-02
1.276319999999999936e+03,1.511418301635426842e-02,5.003896904832431936e-02,5.471492389771717701e-02,2.219416284816577017e-02,1.093199747610773542e-02,6.058370137718187276e-02,3.969935699495033554e-02,6.451846006019670843e-02
1.278890000000000100e+03,1.621195546205048826e-02,5.253853392163089497e-02,5.868611338996605753e-02,1.732661288682052492e-02,2.301129801212911316e-02,6.079856337121102017e-02,3.939868490055024874e-02,6.654338121808904549e-02
1.281450000000000045e+03,1.864893481642241474e-02,5.627680943026650701e-02,5.967739137040150438e-02,2.960319284647800961e-02,3.448871535308889458e-02,6.327599412203790963e-02,4.259540993454515034e-02,6.556944702154046678e-02
1.284019999999999982e+03,1.968686945469897559e-02,5.685845085326498433e-02,5.832281206125620315e-02,4.090525325731536599e-02,3.462373325452626494e-02,6.514547602205071619e-02,4.235085950034913477e-02,5.646802870129438018e-02
1.286589999999999918e+03,1.677956330362227744e-02,5.509336698425616047e-02,5.703289798875467442e-02,4.188742760970277923e-02,2.643459832650326205e-02,6.475768472697986111e-02,4.077267957823507011e-02,5.530339403602566040e-02
1.289160000000000082e+03,1.373002225460766279e-02,5.540020032938864497e-02,6.042016907296675343e-02,3.568568343412503036e-02,1.993577075044683511e-02,6.559100294690788091e-02,3.628707883661144717e-02,5.594980893809467504e-02
1.291720000000000027e+03,1.361030554163916023e-02,6.226040076831157455e-02,6.726967852894462363e-02,3.861266120814909469e-02,2.188159532711394378e-02,6.741817619946563478e-02,3.844074573361743602e-02,6.063016032597804555e-02
1.294289999999999964e+03,1.575901040047696100e-02,7.056037396082619206e-02,7.499683821471922474e-02,4.957054969668771988e-02,3.336831903850991099e-02,7.076775274746013866e-02,3.889739110263565336e-02,5.840334920954595027e-02
1.296849999999999909e+03,1.724556757482725855e-02,7.631362172329575477e-02,8.294886772684302578e-02,5.513255090393430480e-02,4.297368721530313296e-02,7.252540584658824507e-02,4.224807209029417254e-02,6.174804177963159196e-02
1.299410000000000082e+03,1.547805275184072071e-02,7.946387446331357185e-02,8.956287355978137521e-02,4.595898508230178425e-02,3.730211566189867850e-02,7.405492453158427080e-02,3.993339220564228603e-02,6.886047201928938155e-02
1.301980000000000018e+03,1.555403229559913780e-02,8.288902142518368710e-02,9.371198678197471821e-02,3.973740943395714237e-02,3.119932458833928057e-02,7.679929790139843060e-02,4.867594249810781870e-02,7.606538322627588722e-02
1.304539999999999964e+03,1.519916809000700780e-02,8.415831537805766593e-02,9.247961147492342326e-02,4.765819003684992200e-02,3.695566680575289309e-02,8.024204885382883734e-02,5.248635484157080505e-02,7.368814371168162791e-02
1.307099999999999909e+03,1.728045752000897245e-02,8.421147667279653415e-02,9.140056539197571883e-02,5.201523229542562299e-02,4.919045552925478682e-02,8.320837010007976764e-02,6.138293627817469067e-02,7.002349691809479915e-02
1.309660000000000082e+03,1.957007785845415321e-02,8.347541606747806153e-02,8.835577362224303344e-02,4.926203905365360292e-02,5.296503870483355164e-02,8.522678439945716167e-02,5.985670434166667775e-02,7.012005308942267923e-02
1.312220000000000027e+03,1.753855568661642078e-02,7.860923981996693899e-02,8.252771012681663076e-02,3.369887266966950512e-02,3.948899857622521076e-02,8.337953219630635238e-02,5.455669652676761044e-02,6.762211078073958326e-02
1.314779999999999973e+03,1.675333569630528541e-02,7.421982414021799368e-02,7.593457414800972027e-02,2.292736771236782850e-02,2.971879528266987980e-02,8.159774942892220051e-02,4.976130343373362519e-02,6.546776025134350141e-02
